training/avg_reward,x_axis/optimization_steps,x_axis/samples_seen,x_axis/samples_collected,x_axis/epochs,training/pg_loss,training/v_loss,training/entropy,training/approx_kl,training/clipfrac,training/grad_norm,training/ent_coef,training/PPD_loss,training/SPS,training/n_better_episodes,training/learning_rate,iteration,global_step,Test/Episode Reward Student on OD test,Test/Mean entropy Student on OD test
-69.98156367608128,61800.0,14238720.0,3559680.0,3090.0,-0.005851639434695244,762.5320434570312,-1.07451593875885,0.006965626031160355,0.002734375,465.5947570800781,0.0,7.363080978393555,243.0,0.0,0.0003,3090,3559680,,
,61820.0,14243328.0,3560832.0,3091.0,0.05461042374372482,4.193978309631348,-1.1138675212860107,0.05385184288024902,0.130078125,72.05950164794922,0.0,6.693432807922363,243.0,0.0,0.0003,3091,3560832,,
-70.55017749166753,61840.0,14247936.0,3561984.0,3092.0,0.02677951753139496,686.865234375,-1.1484442949295044,0.02308855578303337,0.0697265625,646.2257690429688,0.0,6.862688064575195,243.0,0.0,0.0003,3092,3561984,,
,61860.0,14252544.0,3563136.0,3093.0,0.010866863653063774,9.806140899658203,-1.0191586017608643,0.03167973458766937,0.040625,49.27628707885742,0.0,7.440402030944824,243.0,0.0,0.0003,3093,3563136,,
-68.2482057990049,61880.0,14257152.0,3564288.0,3094.0,-0.011422248557209969,603.5001220703125,-1.149583101272583,0.013930108398199081,0.0611328125,556.4806518554688,0.0,6.999039649963379,244.0,0.0,0.0003,3094,3564288,,
-69.12867098403756,61900.0,14261760.0,3565440.0,3095.0,-0.005600372329354286,644.428955078125,-1.1482892036437988,0.005111562088131905,0.037109375,183.81381225585938,0.0,7.520956516265869,244.0,0.0,0.0003,3095,3565440,,
,61920.0,14266368.0,3566592.0,3096.0,0.04275274649262428,6.487157821655273,-1.020293951034546,0.031849510967731476,0.0498046875,70.2225112915039,0.0,7.687102794647217,244.0,0.0,0.0003,3096,3566592,,
-68.30962826507518,61940.0,14270976.0,3567744.0,3097.0,-0.00824565440416336,607.4703979492188,-1.1167128086090088,0.03140847757458687,0.0537109375,2583.77587890625,0.0,6.992497444152832,244.0,0.0,0.0003,3097,3567744,,
-71.53367036374047,61960.0,14275584.0,3568896.0,3098.0,0.004039917141199112,951.09912109375,-1.1376063823699951,0.004249288234859705,0.00390625,1110.0556640625,0.0,7.220820426940918,244.0,0.0,0.0003,3098,3568896,,
,61980.0,14280192.0,3570048.0,3099.0,0.01714131236076355,7.710040092468262,-1.0772709846496582,0.02463090419769287,0.1328125,73.8553466796875,0.0,7.062593460083008,244.0,0.0,0.0003,3099,3570048,,
-70.04115070788816,62000.0,14284800.0,3571200.0,3100.0,0.007635122165083885,588.9912109375,-1.142015814781189,0.020281530916690826,0.052734375,4483.47119140625,0.0,6.8327178955078125,244.0,0.0,0.0003,3100,3571200,,
,,,,,,,,,,,,,,,,3100,3571200,-38.06282816499572,-1.0978781
-70.34715854155701,62020.0,14289408.0,3572352.0,3101.0,0.00226476788520813,889.0196533203125,-1.0241259336471558,0.0018796930089592934,0.0001953125,438.8157043457031,0.0,8.233315467834473,243.0,0.0,0.0003,3101,3572352,,
,62040.0,14294016.0,3573504.0,3102.0,0.025087503716349602,8.881683349609375,-1.1417860984802246,0.061152562499046326,0.1544921875,55.350364685058594,0.0,6.871636390686035,243.0,0.0,0.0003,3102,3573504,,
-69.3549721684143,62060.0,14298624.0,3574656.0,3103.0,-0.015049931593239307,783.107177734375,-1.111860990524292,0.01973918080329895,0.0720703125,5460.6474609375,0.0,6.65328311920166,243.0,0.0,0.0003,3103,3574656,,
,62080.0,14303232.0,3575808.0,3104.0,-0.025088056921958923,11.921113967895508,-1.05454683303833,0.04151245951652527,0.09765625,56.80424499511719,0.0,7.424032211303711,243.0,0.0,0.0003,3104,3575808,,
-70.56933798598017,62100.0,14307840.0,3576960.0,3105.0,0.0033939070999622345,992.9180908203125,-1.1797876358032227,0.016396138817071915,0.0376953125,231.84292602539062,0.0,7.240550518035889,243.0,0.0,0.0003,3105,3576960,,
-70.4493197138753,62120.0,14312448.0,3578112.0,3106.0,-0.010195910930633545,774.1473388671875,-1.1428561210632324,0.010640922002494335,0.0048828125,479.34765625,0.0,7.283542633056641,243.0,0.0,0.0003,3106,3578112,,
,62140.0,14317056.0,3579264.0,3107.0,-0.03954843431711197,9.268074035644531,-1.0814592838287354,0.07667088508605957,0.2005859375,88.40635681152344,0.0,6.737280368804932,243.0,0.0,0.0003,3107,3579264,,
-68.24680175160644,62160.0,14321664.0,3580416.0,3108.0,0.011694042012095451,708.8883056640625,-1.156374216079712,0.045052457600831985,0.1171875,356.75042724609375,0.0,6.314757347106934,243.0,0.0,0.0003,3108,3580416,,
-68.33143904280185,62180.0,14326272.0,3581568.0,3109.0,0.006733596324920654,1043.9678955078125,-1.1196978092193604,0.007082099560648203,0.010546875,596.0459594726562,0.0,6.2574357986450195,244.0,0.0,0.0003,3109,3581568,,
,62200.0,14330880.0,3582720.0,3110.0,0.006444018334150314,6.446763515472412,-1.1017682552337646,0.038762740790843964,0.107421875,53.63808059692383,0.0,6.447206497192383,244.0,0.0,0.0003,3110,3582720,,
-70.71018984989928,62220.0,14335488.0,3583872.0,3111.0,-0.015167061239480972,747.232421875,-1.1488679647445679,0.02717626839876175,0.0375,2326.251953125,0.0,6.664515972137451,244.0,0.0,0.0003,3111,3583872,,
,62240.0,14340096.0,3585024.0,3112.0,0.03129610791802406,8.19788932800293,-1.0064260959625244,0.03993497043848038,0.090625,99.57496643066406,0.0,8.069546699523926,244.0,0.0,0.0003,3112,3585024,,
-69.35349870421184,62260.0,14344704.0,3586176.0,3113.0,0.023154154419898987,563.00244140625,-1.13358736038208,0.026711078360676765,0.0638671875,770.8397827148438,0.0,6.775659561157227,244.0,0.0,0.0003,3113,3586176,,
-70.25436605396608,62280.0,14349312.0,3587328.0,3114.0,0.0016712695360183716,614.2920532226562,-1.1518964767456055,0.02776442840695381,0.0361328125,235.17076110839844,0.0,6.934691429138184,244.0,0.0,0.0003,3114,3587328,,
,62300.0,14353920.0,3588480.0,3115.0,0.032176218926906586,10.912699699401855,-1.048753261566162,0.059993840754032135,0.1400390625,68.32816314697266,0.0,6.974722862243652,244.0,0.0,0.0003,3115,3588480,,
-71.33958255601422,62320.0,14358528.0,3589632.0,3116.0,-0.0259426087141037,561.427734375,-1.176169991493225,0.030422210693359375,0.122265625,407.4381103515625,0.0,7.3756103515625,244.0,0.0,0.0003,3116,3589632,,
-69.84872682206854,62340.0,14363136.0,3590784.0,3117.0,0.004417700693011284,849.9647827148438,-1.1565262079238892,0.018301326781511307,0.046875,418.0558166503906,0.0,7.554283142089844,244.0,0.0,0.0003,3117,3590784,,
,62360.0,14367744.0,3591936.0,3118.0,0.0015794411301612854,7.350110054016113,-1.0486693382263184,0.03800433129072189,0.153515625,82.70938110351562,0.0,7.821815490722656,244.0,0.0,0.0003,3118,3591936,,
-69.33824541877385,62380.0,14372352.0,3593088.0,3119.0,-0.01908993534743786,629.9048461914062,-1.123901128768921,0.020603114739060402,0.062109375,292.0821533203125,0.0,7.413580417633057,244.0,0.0,0.0003,3119,3593088,,
-72.37439975562648,62400.0,14376960.0,3594240.0,3120.0,0.006016992032527924,720.2080688476562,-1.0193393230438232,0.004726995248347521,0.0048828125,4254.1484375,0.0,8.047146797180176,244.0,0.0,0.0003,3120,3594240,,
,62420.0,14381568.0,3595392.0,3121.0,0.014397598803043365,6.442788600921631,-1.0528545379638672,0.028372107073664665,0.0505859375,103.2489013671875,0.0,7.581639289855957,244.0,0.0,0.0003,3121,3595392,,
-72.22151536252403,62440.0,14386176.0,3596544.0,3122.0,-0.0033525563776493073,468.70367431640625,-1.1295286417007446,0.02134159952402115,0.042578125,175.53146362304688,0.0,6.746736526489258,244.0,0.0,0.0003,3122,3596544,,
,62460.0,14390784.0,3597696.0,3123.0,-0.012190064415335655,8.82358169555664,-0.998793363571167,0.06206267699599266,0.1546875,74.50147247314453,0.0,7.487567901611328,244.0,0.0,0.0003,3123,3597696,,
-69.42287828031277,62480.0,14395392.0,3598848.0,3124.0,-0.0068216584622859955,529.197509765625,-1.1137735843658447,0.012064117938280106,0.021484375,773.4849853515625,0.0,7.792858123779297,244.0,0.0,0.0003,3124,3598848,,
-72.52198348984878,62500.0,14400000.0,3600000.0,3125.0,-0.0015026433393359184,689.8897705078125,-1.1180235147476196,0.013061619363725185,0.01796875,227.30068969726562,0.0,7.062207221984863,244.0,0.0,0.0003,3125,3600000,,
,,,,,,,,,,,,,,,,3125,3600000,-37.38380701037478,-1.077605
,62520.0,14404608.0,3601152.0,3126.0,-0.007738430052995682,7.404105186462402,-1.037299394607544,0.030912797898054123,0.1251953125,52.854034423828125,0.0,7.1817851066589355,243.0,0.0,0.0003,3126,3601152,,
-71.33784125379665,62540.0,14409216.0,3602304.0,3127.0,0.020834241062402725,725.6004638671875,-1.1006596088409424,0.01620829477906227,0.0197265625,304.1973876953125,0.0,6.7710981369018555,244.0,0.0,0.0003,3127,3602304,,
-71.51447477930174,62560.0,14413824.0,3603456.0,3128.0,0.026388077065348625,691.26318359375,-1.1296579837799072,0.016991203650832176,0.0146484375,408.3780517578125,0.0,6.7397356033325195,244.0,0.0,0.0003,3128,3603456,,
,62580.0,14418432.0,3604608.0,3129.0,0.043800607323646545,7.500450611114502,-1.048746943473816,0.022339988499879837,0.06640625,78.12390899658203,0.0,7.409092903137207,244.0,0.0,0.0003,3129,3604608,,
-70.04083758801539,62600.0,14423040.0,3605760.0,3130.0,-0.002357378602027893,754.6834716796875,-1.1443381309509277,0.01055819820612669,0.0189453125,680.3019409179688,0.0,6.659676551818848,244.0,0.0,0.0003,3130,3605760,,
-69.88582428170179,62620.0,14427648.0,3606912.0,3131.0,-0.03416714444756508,765.9361572265625,-1.092146635055542,0.016929319128394127,0.0177734375,626.5723876953125,0.0,7.304398059844971,244.0,0.0,0.0003,3131,3606912,,
,62640.0,14432256.0,3608064.0,3132.0,0.015469236299395561,3.5696473121643066,-1.175541877746582,0.031207527965307236,0.06875,72.18412017822266,0.0,7.041623115539551,244.0,0.0,0.0003,3132,3608064,,
-68.78370378844384,62660.0,14436864.0,3609216.0,3133.0,0.014166074804961681,691.3423461914062,-1.1866488456726074,0.026006752625107765,0.0955078125,248.21449279785156,0.0,7.2227630615234375,244.0,0.0,0.0003,3133,3609216,,
,62680.0,14441472.0,3610368.0,3134.0,0.04836788773536682,11.14749813079834,-1.0566917657852173,0.04276629537343979,0.086328125,57.71924591064453,0.0,7.9310712814331055,244.0,0.0,0.0003,3134,3610368,,
-70.67533612176962,62700.0,14446080.0,3611520.0,3135.0,0.02507718838751316,750.2259521484375,-1.1936216354370117,0.017005909234285355,0.0359375,312.41986083984375,0.0,6.648647308349609,244.0,0.0,0.0003,3135,3611520,,
-66.40456916401773,62720.0,14450688.0,3612672.0,3136.0,0.016009051352739334,671.61181640625,-1.2276768684387207,0.023168493062257767,0.03359375,1140.538818359375,0.0,6.419590950012207,244.0,0.0,0.0003,3136,3612672,,
,62740.0,14455296.0,3613824.0,3137.0,0.053438980132341385,7.599307537078857,-1.056046724319458,0.04743611812591553,0.076171875,99.28490447998047,0.0,7.842466831207275,244.0,0.0,0.0003,3137,3613824,,
-67.6305634104197,62760.0,14459904.0,3614976.0,3138.0,-0.009688332676887512,922.538330078125,-1.1699178218841553,0.03088236041367054,0.0818359375,4129.66455078125,0.0,6.969329833984375,244.0,0.0,0.0003,3138,3614976,,
-66.70634492889172,62780.0,14464512.0,3616128.0,3139.0,-0.0014030709862709045,809.0772705078125,-1.1899991035461426,0.005311158951371908,0.001171875,4444.0625,0.0,6.850734710693359,244.0,0.0,0.0003,3139,3616128,,
,62800.0,14469120.0,3617280.0,3140.0,0.010398156940937042,6.030147552490234,-1.1224822998046875,0.04466414824128151,0.14296875,67.83694458007812,0.0,6.87669038772583,244.0,0.0,0.0003,3140,3617280,,
-68.28939215350229,62820.0,14473728.0,3618432.0,3141.0,-0.004884790629148483,818.6988525390625,-1.1914088726043701,0.02708473429083824,0.1072265625,60.62849044799805,0.0,6.3622236251831055,244.0,0.0,0.0003,3141,3618432,,
,62840.0,14478336.0,3619584.0,3142.0,-0.004613369703292847,11.007820129394531,-1.0748109817504883,0.03888430446386337,0.1505859375,74.90471649169922,0.0,7.177075386047363,244.0,0.0,0.0003,3142,3619584,,
-64.33785856099749,62860.0,14482944.0,3620736.0,3143.0,0.004059202969074249,376.2425537109375,-1.18290114402771,0.06216331198811531,0.163671875,146.565673828125,0.0,6.713047027587891,244.0,0.0,0.0003,3143,3620736,,
-68.53572022388221,62880.0,14487552.0,3621888.0,3144.0,0.0017189998179674149,860.3529052734375,-1.1705975532531738,0.042089782655239105,0.116796875,224.0580596923828,0.0,6.586461067199707,244.0,0.0,0.0003,3144,3621888,,
,62900.0,14492160.0,3623040.0,3145.0,0.0032928064465522766,9.287429809570312,-1.0787612199783325,0.0435318797826767,0.1673828125,79.55985260009766,0.0,8.008554458618164,244.0,0.0,0.0003,3145,3623040,,
-70.96160453883631,62920.0,14496768.0,3624192.0,3146.0,0.03600621968507767,753.2564697265625,-1.1124591827392578,0.044528789818286896,0.1306640625,263.4236755371094,0.0,6.999722957611084,244.0,0.0,0.0003,3146,3624192,,
-69.38545620533827,62940.0,14501376.0,3625344.0,3147.0,0.0067419977858662605,743.1536254882812,-1.1274125576019287,0.007853256538510323,0.0048828125,2609.44140625,0.0,6.880312919616699,244.0,0.0,0.0003,3147,3625344,,
,62960.0,14505984.0,3626496.0,3148.0,0.008344653993844986,7.008044242858887,-1.0439993143081665,0.009650800377130508,0.04296875,89.0663833618164,0.0,7.822786331176758,244.0,0.0,0.0003,3148,3626496,,
-71.06868418347199,62980.0,14510592.0,3627648.0,3149.0,0.00294339656829834,748.7325439453125,-1.1178958415985107,0.01899106800556183,0.0197265625,352.2818908691406,0.0,6.876450538635254,244.0,0.0,0.0003,3149,3627648,,
-70.00367491125736,63000.0,14515200.0,3628800.0,3150.0,0.027704618871212006,874.8651123046875,-1.0952732563018799,0.014929273165762424,0.025,467.3031921386719,0.0,7.260813236236572,244.0,0.0,0.0003,3150,3628800,,
,,,,,,,,,,,,,,,,3150,3628800,-37.15849457047081,-1.1015427
,63020.0,14519808.0,3629952.0,3151.0,-0.03425319865345955,5.902214050292969,-1.1025886535644531,0.034477874636650085,0.1009765625,291.90679931640625,0.0,7.521023750305176,244.0,0.0,0.0003,3151,3629952,,
-68.746952382198,63040.0,14524416.0,3631104.0,3152.0,-0.008076772093772888,824.4404907226562,-1.116302251815796,0.021042054519057274,0.040625,67.18479919433594,0.0,6.870985507965088,244.0,0.0,0.0003,3152,3631104,,
,63060.0,14529024.0,3632256.0,3153.0,0.027065567672252655,9.946149826049805,-1.045448899269104,0.030531972646713257,0.0751953125,63.39030075073242,0.0,8.242698669433594,244.0,0.0,0.0003,3153,3632256,,
-70.53283905699307,63080.0,14533632.0,3633408.0,3154.0,0.011076871305704117,676.3983154296875,-1.1420812606811523,0.04311003535985947,0.0984375,2641.29150390625,0.0,6.701071739196777,244.0,0.0,0.0003,3154,3633408,,
-73.42027608435508,63100.0,14538240.0,3634560.0,3155.0,0.011923588812351227,769.3716430664062,-1.146423578262329,0.012651845812797546,0.0154296875,1716.79248046875,0.0,6.87497091293335,244.0,0.0,0.0003,3155,3634560,,
,63120.0,14542848.0,3635712.0,3156.0,-0.016405213624238968,7.8122053146362305,-1.0776787996292114,0.051811330020427704,0.161328125,45.534645080566406,0.0,6.492788314819336,244.0,0.0,0.0003,3156,3635712,,
-67.55318094075692,63140.0,14547456.0,3636864.0,3157.0,-0.01924537494778633,884.0062255859375,-1.1758339405059814,0.017124652862548828,0.040234375,2329.579345703125,0.0,6.932045936584473,244.0,0.0,0.0003,3157,3636864,,
-69.74028439969763,63160.0,14552064.0,3638016.0,3158.0,0.03192605823278427,833.9432373046875,-1.1636873483657837,0.02827821671962738,0.05703125,3838.979736328125,0.0,8.154854774475098,244.0,0.0,0.0003,3158,3638016,,
,63180.0,14556672.0,3639168.0,3159.0,-0.022397667169570923,7.039790630340576,-1.0622010231018066,0.022424902766942978,0.0826171875,80.65097045898438,0.0,6.901378631591797,244.0,0.0,0.0003,3159,3639168,,
-69.76590643623946,63200.0,14561280.0,3640320.0,3160.0,0.02214966155588627,628.8589477539062,-1.111312985420227,0.016415782272815704,0.0421875,151.44483947753906,0.0,7.084931373596191,244.0,0.0,0.0003,3160,3640320,,
-69.66136767718777,63220.0,14565888.0,3641472.0,3161.0,0.003137446939945221,833.2938232421875,-1.0460612773895264,0.0039909882470965385,0.0005859375,4479.2060546875,0.0,7.379329681396484,244.0,0.0,0.0003,3161,3641472,,
,63240.0,14570496.0,3642624.0,3162.0,0.026333510875701904,4.89879035949707,-1.1161768436431885,0.03155475854873657,0.0541015625,68.3089828491211,0.0,6.8687028884887695,244.0,0.0,0.0003,3162,3642624,,
-70.30266567766859,63260.0,14575104.0,3643776.0,3163.0,-0.027902722358703613,632.8261108398438,-1.1595854759216309,0.055721595883369446,0.0935546875,4567.1181640625,0.0,7.636275291442871,244.0,0.0,0.0003,3163,3643776,,
,63280.0,14579712.0,3644928.0,3164.0,-0.005407985299825668,9.348799705505371,-1.0302257537841797,0.025416692718863487,0.0529296875,65.19345092773438,0.0,7.864886283874512,244.0,0.0,0.0003,3164,3644928,,
-69.47529626344897,63300.0,14584320.0,3646080.0,3165.0,0.010899689048528671,345.43463134765625,-1.1135063171386719,0.016119932755827904,0.0357421875,502.5021057128906,0.0,6.893034934997559,244.0,0.0,0.0003,3165,3646080,,
-69.06469824858847,63320.0,14588928.0,3647232.0,3166.0,-0.006832757964730263,596.2073974609375,-1.1321611404418945,0.012125502340495586,0.0169921875,313.70391845703125,0.0,6.539409637451172,244.0,0.0,0.0003,3166,3647232,,
,63340.0,14593536.0,3648384.0,3167.0,-0.034518495202064514,7.229074001312256,-1.0072705745697021,0.03259483352303505,0.1482421875,66.22208404541016,0.0,7.881303310394287,244.0,0.0,0.0003,3167,3648384,,
-71.09253755268232,63360.0,14598144.0,3649536.0,3168.0,-0.02372995764017105,735.72314453125,-1.0598640441894531,0.02049071714282036,0.052734375,85.94973754882812,0.0,7.038034439086914,244.0,0.0,0.0003,3168,3649536,,
-74.80019438353013,63380.0,14602752.0,3650688.0,3169.0,-0.0037052184343338013,839.4075317382812,-1.0229520797729492,0.008204362355172634,0.0119140625,3870.170654296875,0.0,7.563999652862549,244.0,0.0,0.0003,3169,3650688,,
,63400.0,14607360.0,3651840.0,3170.0,-0.011412031948566437,6.946338653564453,-1.0263060331344604,0.022451788187026978,0.101953125,67.86988067626953,0.0,7.336971282958984,244.0,0.0,0.0003,3170,3651840,,
-74.02736718767488,63420.0,14611968.0,3652992.0,3171.0,-0.00926990807056427,347.1669921875,-1.0820293426513672,0.028779637068510056,0.0865234375,1823.153076171875,0.0,7.17985725402832,244.0,0.0,0.0003,3171,3652992,,
,63440.0,14616576.0,3654144.0,3172.0,0.000998854637145996,12.752525329589844,-0.955613374710083,0.029020249843597412,0.078515625,57.53644943237305,0.0,8.503150939941406,244.0,0.0,0.0003,3172,3654144,,
-74.23770612693339,63460.0,14621184.0,3655296.0,3173.0,-0.024696484208106995,83.18321228027344,-1.0935957431793213,0.022058896720409393,0.0798828125,585.3971557617188,0.0,7.000207424163818,244.0,0.0,0.0003,3173,3655296,,
-72.69202544077642,63480.0,14625792.0,3656448.0,3174.0,0.009920809417963028,769.907470703125,-1.1082737445831299,0.032455697655677795,0.0689453125,228.9369659423828,0.0,6.74515438079834,244.0,0.0,0.0003,3174,3656448,,
,63500.0,14630400.0,3657600.0,3175.0,0.019880663603544235,10.102606773376465,-0.9791995882987976,0.06115385890007019,0.130078125,62.46991729736328,0.0,7.562009811401367,244.0,0.0,0.0003,3175,3657600,,
,,,,,,,,,,,,,,,,3175,3657600,-36.901995671590655,-1.0598873
-71.64614286561965,63520.0,14635008.0,3658752.0,3176.0,0.018926952034235,883.06005859375,-1.112614631652832,0.022666964679956436,0.093359375,4181.37890625,0.0,6.81351375579834,244.0,0.0,0.0003,3176,3658752,,
-70.00943659661431,63540.0,14639616.0,3659904.0,3177.0,-0.0050995200872421265,643.3258056640625,-1.0685455799102783,0.0059161074459552765,0.005859375,285.0572509765625,0.0,7.040440082550049,244.0,0.0,0.0003,3177,3659904,,
,63560.0,14644224.0,3661056.0,3178.0,0.018528837710618973,8.39010238647461,-1.0054810047149658,0.025016002357006073,0.0720703125,60.49628448486328,0.0,7.569444179534912,244.0,0.0,0.0003,3178,3661056,,
-70.34701736616768,63580.0,14648832.0,3662208.0,3179.0,-0.011270672082901001,822.6382446289062,-1.115567684173584,0.012451780028641224,0.0236328125,4281.79931640625,0.0,7.285984039306641,244.0,0.0,0.0003,3179,3662208,,
-69.1519703070918,63600.0,14653440.0,3663360.0,3180.0,-0.006030786782503128,808.3953247070312,-1.0860377550125122,0.012988394126296043,0.0119140625,390.8648986816406,0.0,7.450312614440918,244.0,0.0,0.0003,3180,3663360,,
