x_axis/optimization_steps,x_axis/samples_seen,x_axis/epochs,Training/Loss,Training/Accuracy,Training/learning_rate,Training/log_std_mean,Stats/epoch_time_seconds,Stats/samples_per_second,Test/Episode Reward Student on ID test,Test/Mean entropy Student on ID test,Test/Accuracy (under Student) on ID test,Test/Mean entropy Teacher (under Student) on ID test,Test/Mean loss Student vs Teacher on ID test,Test/Episode Reward Student on OD test,Test/Mean entropy Student on OD test,Test/Accuracy (under Student) on OD test,Test/Mean entropy Teacher (under Student) on OD test,Test/Mean loss Student vs Teacher on OD test,Test/Accuracy under Teacher ID,Test/Accuracy under Teacher OD,Generalization/ID_OD_reward_gap,Generalization/ID_OD_accuracy_gap,epoch,global_step
4553,290000,29,1.3134832382202148,0.9981630800779802,0.0002984732579660353,-4.0,6.1888322830200195,1615.8137016309984,,,,,,,,,,,,,,,29,4553
4710,300000,30,0.9324219226837158,0.9983146675665133,0.00029836634550626335,-4.0,6.196088790893555,1613.9213522403174,,,,,,,,,,,,,,,30,4710
4867,310000,31,0.863392174243927,0.9983529652488139,0.00029825583582226804,-3.9995718002319336,6.282227277755737,1591.7921396139618,,,,,,,,,,,,,,,31,4867
5024,320000,32,0.8562012910842896,0.9983472867719058,0.0002981417316024781,-4.0,5.82885217666626,1715.6036380595565,-34.11005184670204,-3.991718292236328,0.6854525896708947,9.811837196350098,1202.506591796875,-35.39811848754842,-3.993699550628662,0.6638257642218377,9.899920463562012,1364.614990234375,0.9996845278365072,0.9959810343571007,1.288066640846381,0.003703493479406461,32,5024
5181,330000,33,0.8498732447624207,0.9983471081811627,0.000298024035622768,-3.997342109680176,6.360723972320557,1572.1480830666735,,,,,,,,,,,,,,,33,5181
5338,340000,34,0.7410198450088501,0.9984080488608177,0.00029790275074639155,-4.0,6.28912878036499,1590.0453543296103,,,,,,,,,,,,,,,34,5338
5495,350000,35,0.7424740791320801,0.9984048109666213,0.0002977778799239109,-3.998971939086914,6.079348564147949,1644.9130847626516,,,,,,,,,,,,,,,35,5495
5652,360000,36,0.7562824487686157,0.9984042841909976,0.00029764942619312613,-3.9871954917907715,6.308149099349976,1585.2510526471945,,,,,,,,,,,,,,,36,5652
5809,370000,37,0.6732026934623718,0.9984323991652412,0.00029751739267900023,-3.997119426727295,6.251390218734741,1599.6441831500265,,,,,,,,,,,,,,,37,5809
5966,380000,38,0.6403737664222717,0.9984464404791605,0.0002973817825935833,-4.0,6.22434401512146,1606.5950043419737,,,,,,,,,,,,,,,38,5966
6123,390000,39,0.61268150806427,0.9984318992719173,0.00029724259923593596,-4.0,6.233646392822266,1604.1975065371855,,,,,,,,,,,,,,,39,6123
6280,400000,40,0.5522595047950745,0.9984742194454179,0.0002970998459920457,-4.0,6.082782745361328,1643.9844095411602,,,,,,,,,,,,,,,40,6280
6437,410000,41,0.5953384637832642,0.9984354190298528,0.0002969535263347481,-3.9967494010925293,6.190809011459351,1615.2977715012264,,,,,,,,,,,,,,,41,6437
6594,420000,42,0.5916692018508911,0.9984605134298704,0.00029680364382364,-3.9980950355529785,6.304356336593628,1586.2047552666104,,,,,,,,,,,,,,,42,6594
6751,430000,43,0.5259439945220947,0.9984837734195326,0.0002966502021049936,-4.0,6.262922763824463,1596.6985985778763,,,,,,,,,,,,,,,43,6751
6908,440000,44,0.448246031999588,0.9985111076310633,0.00029649320491166863,-4.0,6.261572360992432,1597.0429507924819,,,,,,,,,,,,,,,44,6908
7065,450000,45,0.45261797308921814,0.9985093977050203,0.00029633265606302054,-4.0,6.338784694671631,1577.5894720648864,,,,,,,,,,,,,,,45,7065
7222,460000,46,0.48355433344841003,0.9985152912032523,0.00029616855946480725,-4.0,6.173821449279785,1619.7423398382475,,,,,,,,,,,,,,,46,7222
7379,470000,47,0.44858264923095703,0.9985070142800071,0.00029600091910909557,-4.0,6.317671060562134,1582.8617704433348,,,,,,,,,,,,,,,47,7379
7536,480000,48,0.44897422194480896,0.9985150623507502,0.0002958297390741623,-4.0,6.305912494659424,1585.813315435182,,,,,,,,,,,,,,,48,7536
7693,490000,49,0.4342203438282013,0.998518418528104,0.0002956550235243964,-4.0,6.175305366516113,1619.3531180210514,,,,,,,,,,,,,,,49,7693
7850,500000,50,0.44398343563079834,0.9985150076577938,0.00029547677671019754,-4.0,6.387786865234375,1565.4874232615914,,,,,,,,,,,,,,,50,7850
8007,510000,51,0.4197326600551605,0.9985348616198749,0.0002952950029678717,-4.0,6.12782096862793,1631.901462395218,,,,,,,,,,,,,,,51,8007
8164,520000,52,0.4232330918312073,0.9985152308096528,0.00029510970671952654,-4.0,6.163755416870117,1622.3875419569913,,,,,,,,,,,,,,,52,8164
8321,530000,53,0.4875102639198303,0.9985078159648522,0.00029492089247296337,-4.0,6.250518083572388,1599.8673815986551,,,,,,,,,,,,,,,53,8321
8478,540000,54,0.36866578459739685,0.9985349045178088,0.0002947285648215682,-4.0,6.1479432582855225,1626.5602299635896,,,,,,,,,,,,,,,54,8478
8635,550000,55,0.3742125332355499,0.998530813921421,0.0002945327284442001,-3.999959945678711,6.196708917617798,1613.7598413843687,,,,,,,,,,,,,,,55,8635
8792,560000,56,0.32305312156677246,0.9985644713601773,0.00029433338810507523,-4.0,6.311612606048584,1584.3811438009895,,,,,,,,,,,,,,,56,8792
8949,570000,57,0.31033533811569214,0.9985592663421586,0.00029413054865365417,-4.0,6.373781442642212,1568.9273455624736,,,,,,,,,,,,,,,57,8949
9106,580000,58,0.35307103395462036,0.99855620306353,0.00029392421502452064,-4.0,6.328827142715454,1580.0715953366025,,,,,,,,,,,,,,,58,9106
9263,590000,59,0.29080599546432495,0.9985759666191034,0.00029371439223726463,-4.0,6.297337770462036,1587.9726266082594,,,,,,,,,,,,,,,59,9263
9420,600000,60,0.32616105675697327,0.9985728143613525,0.0002935010853963576,-4.0,6.2385547161102295,1602.935368055095,,,,,,,,,,,,,,,60,9420
9577,610000,61,0.305116206407547,0.9985681875782372,0.00029328429969103023,-4.0,6.1144859790802,1635.4604514939613,,,,,,,,,,,,,,,61,9577
9734,620000,62,0.31377503275871277,0.9985708345964575,0.000293064040395145,-4.0,5.074264049530029,1970.7291347848138,,,,,,,,,,,,,,,62,9734
9891,630000,63,0.2593039870262146,0.9985834684528434,0.0002928403128670687,-4.0,4.7831947803497314,2090.6528918876334,,,,,,,,,,,,,,,63,9891
10048,640000,64,0.2709125876426697,0.9985815934127992,0.00029261312254954115,-3.9999117851257324,4.578871965408325,2183.944009691968,-30.933003415397263,-3.997147798538208,0.751660496602417,9.682766914367676,968.4285888671875,-28.769574926530396,-3.9992592334747314,0.8123541350808228,9.73815631866455,706.7481079101562,0.9999240466953779,0.9966842051595449,-2.1634284888668667,0.00323984153583301,64,10048
10205,650000,65,0.2822713255882263,0.9985949564146791,0.0002923824749695436,-4.0,6.457285404205322,1548.638378828273,,,,,,,,,,,,,,,65,10205
10362,660000,66,0.27629315853118896,0.9985828853922653,0.00029214837573816416,-4.0,6.320438623428345,1582.1686746442576,,,,,,,,,,,,,,,66,10362
10519,670000,67,0.24659590423107147,0.9986001247262796,0.0002919108305504604,-4.0,6.404949903488159,1561.2924614061326,,,,,,,,,,,,,,,67,10519
10676,680000,68,0.27550405263900757,0.9985949888871389,0.0002916698451853223,-4.0,6.205870628356934,1611.3774519092094,,,,,,,,,,,,,,,68,10676
10833,690000,69,0.23277844488620758,0.9985951212179924,0.00029142542550533116,-4.0,6.156316518783569,1624.3479310215691,,,,,,,,,,,,,,,69,10833
10990,700000,70,0.23031215369701385,0.9985917741425371,0.0002911775774566151,-3.9997310638427734,6.388708829879761,1565.2615053029747,,,,,,,,,,,,,,,70,10990
11147,710000,71,0.26682335138320923,0.9985818980064445,0.000290926307068708,-4.0,6.330099821090698,1579.7539189953825,,,,,,,,,,,,,,,71,11147
11304,720000,72,0.24420839548110962,0.9986002424711089,0.0002906716204543997,-4.0,6.359273195266724,1572.5067461236151,,,,,,,,,,,,,,,72,11304
11461,730000,73,0.24463343620300293,0.9985956093155524,0.0002904135238095886,-4.0,6.2524847984313965,1599.364144397243,,,,,,,,,,,,,,,73,11461
11618,740000,74,0.21815398335456848,0.9985920885239674,0.0002901520234131307,-4.0,6.401390075683594,1562.1606997495958,,,,,,,,,,,,,,,74,11618
11775,750000,75,0.21110330522060394,0.9986057420614157,0.000289887125626687,-4.0,6.1891703605651855,1615.725439344154,,,,,,,,,,,,,,,75,11775
11932,760000,76,0.19211585819721222,0.9986139990724504,0.00028961883689456884,-4.0,6.138568162918091,1629.0443853679228,,,,,,,,,,,,,,,76,11932
12089,770000,77,0.21354469656944275,0.9986121261582834,0.0002893471637435802,-4.0,6.299929857254028,1587.3192601478795,,,,,,,,,,,,,,,77,12089
12246,780000,78,0.19543953239917755,0.9986102240498231,0.00028907211278285996,-4.0,6.186817407608032,1616.3399274888627,,,,,,,,,,,,,,,78,12246
12403,790000,79,0.20432281494140625,0.9986105994165692,0.0002887936907037216,-4.0,6.212672710418701,1609.6131996829515,,,,,,,,,,,,,,,79,12403
12560,800000,80,0.19436115026474,0.9986080406708228,0.00028851190427948883,-4.0,6.147067546844482,1626.7919497864264,,,,,,,,,,,,,,,80,12560
12717,810000,81,0.1928449422121048,0.9985945446989173,0.00028822676036533156,-4.0,6.173543214797974,1619.8153397598344,,,,,,,,,,,,,,,81,12717
12874,820000,82,0.1806126832962036,0.998618439740092,0.00028793826589809955,-4.0,6.241702556610107,1602.1269692529274,,,,,,,,,,,,,,,82,12874
13031,830000,83,0.18231278657913208,0.9986211883948203,0.000287646427896153,-4.0,6.349953889846802,1574.8145850302008,,,,,,,,,,,,,,,83,13031
13188,840000,84,0.17006467282772064,0.9986212288658283,0.00028735125345919247,-4.0,6.37791895866394,1567.909543036091,,,,,,,,,,,,,,,84,13188
13345,850000,85,0.1862993836402893,0.9986212517121499,0.000287052749768085,-4.0,6.2614545822143555,1597.0729913788678,,,,,,,,,,,,,,,85,13345
13502,860000,86,0.16886304318904877,0.998613814763268,0.0002867509240846907,-4.0,6.272671461105347,1594.2170831051046,,,,,,,,,,,,,,,86,13502
13659,870000,87,0.18010464310646057,0.9986063693353467,0.000286445783751686,-4.0,6.301029682159424,1587.0421985653784,,,,,,,,,,,,,,,87,13659
13816,880000,88,0.16381950676441193,0.9986175360954456,0.0002861373361923837,-3.9937827587127686,6.325704097747803,1580.8516878872645,,,,,,,,,,,,,,,88,13816
13973,890000,89,0.17869877815246582,0.9986207811547455,0.00028582558891055375,-4.0,6.3706464767456055,1569.6994075094906,,,,,,,,,,,,,,,89,13973
14130,900000,90,0.1618833988904953,0.9986091415563919,0.00028551054949023976,-4.0,6.251778841018677,1599.54474627106,,,,,,,,,,,,,,,90,14130
14287,910000,91,0.1666458249092102,0.9986206471028731,0.000285192225595576,-4.0,6.335772275924683,1578.339555857938,,,,,,,,,,,,,,,91,14287
14444,920000,92,0.16206564009189606,0.9986349595844105,0.00028487062497059915,-4.0,6.449188947677612,1550.5825742012187,,,,,,,,,,,,,,,92,14444
14601,930000,93,0.15606585144996643,0.9986227154605696,0.00028454575543906046,-4.0,6.262918472290039,1596.699692682331,,,,,,,,,,,,,,,93,14601
14758,940000,94,0.16708341240882874,0.998610864414175,0.0002842176249042371,-4.0,6.214623212814331,1609.1080114688782,,,,,,,,,,,,,,,94,14758
14915,950000,95,0.15309377014636993,0.9986227956054744,0.00028388624134873674,-4.0,6.195944309234619,1613.958986864311,,,,,,,,,,,,,,,95,14915
15072,960000,96,0.14748863875865936,0.998619344760219,0.00028355161283430435,-4.0,5.141271114349365,1945.0442852721478,-27.01190861816272,-4.0,0.8685820060237164,9.685065269470215,476.6782531738281,-28.70809291140161,-3.9999923706054688,0.8277230478072306,9.633471488952637,674.72607421875,0.9999535965445829,0.9968120028381235,1.6961842932388898,0.003141593706459389,96,15072
15229,970000,97,0.14944259822368622,0.9986349406672914,0.0002832137475016299,-4.0,5.886316776275635,1698.8552230665298,,,,,,,,,,,,,,,97,15229
15386,980000,98,0.1471681445837021,0.9986244145073412,0.0002828726535701441,-4.0,6.349978923797607,1574.808376532295,,,,,,,,,,,,,,,98,15386
15543,990000,99,0.16884756088256836,0.9986127355739557,0.00028252833933782313,-4.0,6.37671971321106,1568.2044138277488,,,,,,,,,,,,,,,99,15543
15700,1000000,100,0.15329962968826294,0.9986212900876821,0.0002821808131809851,-4.0,6.344137907028198,1576.2582949090283,,,,,,,,,,,,,,,100,15700
15857,1010000,101,0.12808974087238312,0.9986409449721478,0.00028183008355408575,-4.0,6.339938163757324,1577.3024502298242,,,,,,,,,,,,,,,101,15857
16014,1020000,102,0.1308869868516922,0.9986304025281411,0.0002814761589895131,-4.0,6.1129310131073,1635.8764688425367,,,,,,,,,,,,,,,102,16014
16171,1030000,103,0.1260329931974411,0.9986281302515833,0.00028111904809738103,-4.0,6.280921459197998,1592.1230769978272,,,,,,,,,,,,,,,103,16171
16328,1040000,104,0.1272277534008026,0.99864044673904,0.00028075875956531845,-4.0,6.280653238296509,1592.1910700346646,,,,,,,,,,,,,,,104,16328
16485,1050000,105,0.14653685688972473,0.9986246409744416,0.00028039530215825893,-4.0,6.606544017791748,1513.6507034645508,,,,,,,,,,,,,,,105,16485
16642,1060000,106,0.12375880032777786,0.9986183477200828,0.0002800286847182261,-4.0,6.175371885299683,1619.335674958256,,,,,,,,,,,,,,,106,16642
16799,1070000,107,0.14951737225055695,0.9986169247830192,0.00027965891616411973,-4.0,6.2109808921813965,1610.0516445942308,,,,,,,,,,,,,,,107,16799
16956,1080000,108,0.13887014985084534,0.9986255762803481,0.0002792860054914992,-4.0,6.3382086753845215,1577.7328441136135,,,,,,,,,,,,,,,108,16956
17113,1090000,109,0.1280231922864914,0.9986444015603121,0.00027890996177236307,-4.0,6.467952489852905,1546.0843312761285,,,,,,,,,,,,,,,109,17113
17270,1100000,110,0.13968169689178467,0.9986366378313974,0.00027853079415492913,-4.0,6.296100854873657,1588.2845955777925,,,,,,,,,,,,,,,110,17270
17427,1110000,111,0.12717922031879425,0.9986271897373887,0.00027814851186341215,-4.0,6.252824068069458,1599.2773650974434,,,,,,,,,,,,,,,111,17427
17584,1120000,112,0.11686891317367554,0.9986274330861937,0.0002777631241977997,-4.0,6.258993148803711,1597.7010618570996,,,,,,,,,,,,,,,112,17584
17741,1130000,113,0.11121814697980881,0.9986470769979594,0.0002773746405336245,-4.0,6.301531076431274,1586.915922290947,,,,,,,,,,,,,,,113,17741
17898,1140000,114,0.10606212913990021,0.998636913518451,0.00027698307032173846,-4.0,6.247921705245972,1600.5322204347813,,,,,,,,,,,,,,,114,17898
18055,1150000,115,0.12007538229227066,0.9986331121778045,0.00027658842308808093,-4.0,6.325409412384033,1580.9253359034385,,,,,,,,,,,,,,,115,18055
18212,1160000,116,0.12313835322856903,0.9986337049890927,0.00027619070843344764,-4.0,6.415369749069214,1558.7566096951573,,,,,,,,,,,,,,,116,18212
18369,1170000,117,0.11125022917985916,0.9986470743582234,0.00027578993603325733,-4.0,6.17393946647644,1619.7113778485343,,,,,,,,,,,,,,,117,18369
18526,1180000,118,0.13570670783519745,0.9986356202369129,0.0002753861156373157,-4.0,6.2921302318573,1589.2868760677602,,,,,,,,,,,,,,,118,18526
18683,1190000,119,0.122141532599926,0.9986279428295886,0.0002749792570695793,-4.0,6.298121213912964,1587.7750936119398,,,,,,,,,,,,,,,119,18683
18840,1200000,120,0.11482372879981995,0.9986288237991998,0.0002745693702279153,-4.0,6.057636022567749,1650.8089893062174,,,,,,,,,,,,,,,120,18840
18997,1210000,121,0.10339129716157913,0.9986359035235883,0.00027415646508386206,-4.0,6.2785398960113525,1592.726997936706,,,,,,,,,,,,,,,121,18997
19154,1220000,122,0.1019909605383873,0.9986364920156456,0.0002737405516823852,-4.0,6.224110126495361,1606.6553767149917,,,,,,,,,,,,,,,122,19154
19311,1230000,123,0.10574982315301895,0.9986330445805434,0.0002733216401416339,-4.0,6.149252414703369,1626.2139404278114,,,,,,,,,,,,,,,123,19311
19468,1240000,124,0.0981832891702652,0.9986476618685363,0.000272899740652695,-4.0,6.257720470428467,1598.0259980061555,,,,,,,,,,,,,,,124,19468
19625,1250000,125,0.09364370256662369,0.9986312180634433,0.00027247486347934427,-4.0,6.400099992752075,1562.4755880884213,,,,,,,,,,,,,,,125,19625
19782,1260000,126,0.09979987144470215,0.998657220009133,0.0002720470189577979,-4.0,6.359077453613281,1572.555150168507,,,,,,,,,,,,,,,126,19782
19939,1270000,127,0.11222116649150848,0.9986338713643835,0.00027161621749645994,-4.0,5.028465986251831,1988.6780635169218,,,,,,,,,,,,,,,127,19939
20096,1280000,128,0.09800324589014053,0.9986385910105922,0.0002711824695756697,-4.0,4.604328393936157,2171.8694116540155,-31.18685490786774,-3.9999709129333496,0.7243442813324509,9.87578010559082,1044.5614013671875,-32.246814298656346,-4.0,0.7133570997550851,9.698217391967773,1171.09423828125,0.9999645516916644,0.9967315471731126,1.059959390788606,0.0032330045185517964,128,20096
20253,1290000,129,0.0957169383764267,0.9986555638617782,0.000270745785747446,-4.0,6.383120536804199,1566.6318601288147,,,,,,,,,,,,,,,129,20253
20410,1300000,130,0.09149080514907837,0.9986506259865217,0.00027030617663523215,-4.0,6.3708062171936035,1569.660049149178,,,,,,,,,,,,,,,130,20410
20567,1310000,131,0.10493189841508865,0.9986484870907797,0.0002698636529336349,-4.0,6.246171712875366,1600.9806421726748,,,,,,,,,,,,,,,131,20567
20724,1320000,132,0.10583218187093735,0.9986530680544555,0.0002694182254081671,-4.0,6.239267826080322,1602.752162393111,,,,,,,,,,,,,,,132,20724
20881,1330000,133,0.09764572978019714,0.998652074357738,0.000268969904894984,-4.0,6.462027549743652,1547.501913760287,,,,,,,,,,,,,,,133,20881
21038,1340000,134,0.08736413717269897,0.9986426546104893,0.00026851870230062107,-4.0,6.215281009674072,1608.9377108508884,,,,,,,,,,,,,,,134,21038
21195,1350000,135,0.09504353255033493,0.998645541474674,0.00026806462860172594,-4.0,6.313262224197388,1583.9671543615173,,,,,,,,,,,,,,,135,21195
21352,1360000,136,0.08543912321329117,0.9986484330169749,0.00026760769484479395,-4.0,6.348023891448975,1575.293378065318,,,,,,,,,,,,,,,136,21352
21509,1370000,137,0.09871919453144073,0.9986360524150775,0.0002671479121458984,-4.0,6.363521575927734,1571.4569174760918,,,,,,,,,,,,,,,137,21509
21666,1380000,138,0.08816316723823547,0.9986498901504833,0.0002666852916904217,-4.0,6.334744453430176,1578.5956439939955,,,,,,,,,,,,,,,138,21666
21823,1390000,139,0.09979309886693954,0.9986414144655014,0.0002662198447327803,-4.0,6.345641851425171,1575.8847149172302,,,,,,,,,,,,,,,139,21823
21980,1400000,140,0.10324761271476746,0.9986360999903862,0.00026575158259615307,-4.0,6.238138437271118,1603.0423339521963,,,,,,,,,,,,,,,140,21980
22137,1410000,141,0.10100199282169342,0.9986310062283401,0.00026528051667220476,-4.0,6.304383039474487,1586.198036728677,,,,,,,,,,,,,,,141,22137
22294,1420000,142,0.09279391914606094,0.9986577189429574,0.00026480665842081047,-4.0,6.197882413864136,1613.4542949106053,,,,,,,,,,,,,,,142,22294
22451,1430000,143,0.09300351142883301,0.9986534588466025,0.00026433001936977457,-4.0,6.358100175857544,1572.796861233986,,,,,,,,,,,,,,,143,22451
22608,1440000,144,0.0866844654083252,0.9986528721986528,0.00026385061111455245,-4.0,6.38508415222168,1566.1500712595175,,,,,,,,,,,,,,,144,22608
22765,1450000,145,0.09074325114488602,0.9986406240225206,0.00026336844531796625,-4.0,6.299327373504639,1587.4710754136418,,,,,,,,,,,,,,,145,22765
22922,1460000,146,0.0850595012307167,0.9986487294926907,0.000262883533709923,-4.0,6.418251276016235,1558.0567930345867,,,,,,,,,,,,,,,146,22922
23079,1470000,147,0.08106273412704468,0.9986625096996486,0.0002623958880871294,-4.0,6.303100347518921,1586.52083080611,,,,,,,,,,,,,,,147,23079
23236,1480000,148,0.08372131735086441,0.9986483065187516,0.00026190552031280266,-4.0,6.220570802688599,1607.569516880652,,,,,,,,,,,,,,,148,23236
23393,1490000,149,0.07164742797613144,0.998661725750715,0.0002614124423163833,-4.0,6.350964784622192,1574.5639188888815,,,,,,,,,,,,,,,149,23393
23550,1500000,150,0.07883001863956451,0.9986623533182796,0.00026091666609324597,-4.0,6.312622308731079,1584.1277223522236,,,,,,,,,,,,,,,150,23550
23707,1510000,151,0.08405514061450958,0.9986493560273473,0.00026041820370440566,-4.0,6.162199974060059,1622.7970598317581,,,,,,,,,,,,,,,151,23707
23864,1520000,152,0.07506784796714783,0.9986562001375054,0.0002599170672762251,-4.0,6.296270132064819,1588.2418940498296,,,,,,,,,,,,,,,152,23864
24021,1530000,153,0.08044157177209854,0.998654613378873,0.0002594132690001206,-4.0,6.310637474060059,1584.6259654599246,,,,,,,,,,,,,,,153,24021
