training/avg_reward,training/avg_accuracy,iteration,training/entropy,training/approx_kl,training/grad_norm,training/ent_coef,training/Distillation_loss,test/accuracy_OD_under_T,x_axis/optimization_steps,x_axis/samples_seen,x_axis/samples_collected,x_axis/epochs,training/SPS,training/learning_rate,global_step,Test/Episode Reward Student on OD test,Test/Mean entropy Student on OD test,Test/Accuracy (under Student) on OD test,Test/Mean entropy Teacher (under Student) on OD test
,0.05872046947479248,25,-0.8609946370124817,0.4274795651435852,1.1249823570251465,0.0,1.2524019479751587,,116,29696,2610,29,31,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,0.043572306632995605,25,-0.8757343292236328,0.13426482677459717,0.5991457104682922,0.0,1.2022243738174438,,120,30720,2700,30,32,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,0.06219172477722168,25,-0.9390822649002075,0.2726917266845703,1.326309084892273,0.0,1.1334161758422852,,124,31744,2790,31,33,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,-0.017386674880981445,25,-0.9206030368804932,0.1788843423128128,0.7608829736709595,0.0,1.181356430053711,,128,32768,2880,32,34,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,-0.09569978713989258,25,-0.9300197958946228,0.0587773323059082,0.9046744108200073,0.0,1.238743543624878,,132,33792,2970,33,35,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,0.08253931999206543,25,-0.9640792012214661,0.1746881753206253,0.9948174953460693,0.0,1.203618049621582,,136,34816,3060,34,35,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,0.14623981714248657,25,-0.9474406242370605,0.16819627583026886,0.7286163568496704,0.0,1.2020561695098877,,140,35840,3150,35,36,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,-0.11016225814819336,25,-0.9063112139701843,0.25681427121162415,0.5355947613716125,0.0,1.3090275526046753,,144,36864,3240,36,37,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,-0.07039487361907959,25,-0.8651806712150574,0.07087849825620651,1.1706359386444092,0.0,1.4768785238265991,,148,37888,3330,37,38,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,-0.06762456893920898,25,-0.8845798373222351,0.08912831544876099,1.017743468284607,0.0,1.302112102508545,,152,38912,3420,38,39,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,-0.030372977256774902,25,-0.8961976170539856,0.1098681166768074,0.989375114440918,0.0,1.1210103034973145,,156,39936,3510,39,40,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,0.09361279010772705,25,-0.9783638119697571,0.48583707213401794,1.520058035850525,0.0,1.1086500883102417,,160,40960,3600,40,40,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
-88.10114697592148,-5.340576171875e-05,25,-0.9592387676239014,0.21181906759738922,1.908477544784546,0.0,1.1150336265563965,,164,41984,3690,41,41,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,0.13874948024749756,25,-1.229154109954834,5.329837322235107,11.58985710144043,0.0,0.9184607267379761,,168,43008,3780,42,42,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,0.22313463687896729,25,-1.0387470722198486,1.3307018280029297,2.8732717037200928,0.0,0.9095104336738586,,172,44032,3870,43,42,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,0.20097345113754272,25,-1.0405553579330444,0.28703057765960693,1.657726764678955,0.0,0.9270087480545044,,176,45056,3960,44,43,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,0.00890493392944336,25,-1.0094223022460938,0.47178423404693604,1.440353512763977,0.0,1.0692710876464844,,180,46080,4050,45,44,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,-0.03191804885864258,25,-0.9519451856613159,0.42459025979042053,1.3551193475723267,0.0,1.2796096801757812,,184,47104,4140,46,45,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,0.06842517852783203,25,-1.1025797128677368,0.7163049578666687,1.6356163024902344,0.0,1.244694709777832,,188,48128,4230,47,45,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,0.10472160577774048,25,-1.0513006448745728,0.16295351088047028,1.0963351726531982,0.0,1.187400460243225,,192,49152,4320,48,46,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,0.1775590181350708,25,-1.0607112646102905,0.1614527553319931,0.6476032137870789,0.0,1.1421436071395874,,196,50176,4410,49,47,0.0003,2250,-69.00042187702878,-0.85367507,-1.067268035411835,18.73971
,0.12336570024490356,50,-1.0244314670562744,0.13942581415176392,0.5367604494094849,0.0,1.1380822658538818,0.7523863688111305,200,51200,4500,50,36,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,0.020645558834075928,50,-0.9818665385246277,0.09674904495477676,0.615653932094574,0.0,1.1375691890716553,,204,52224,4590,51,37,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.15079033374786377,50,-0.9418830275535583,0.09044443070888519,0.8346350193023682,0.0,1.2187045812606812,,208,53248,4680,52,37,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.024330735206604004,50,-0.9088032245635986,0.03514160215854645,0.7311033606529236,0.0,1.3103306293487549,,212,54272,4770,53,38,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.0578155517578125,50,-0.9945456981658936,0.2094901204109192,1.0275864601135254,0.0,1.1953462362289429,,216,55296,4860,54,39,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.1293853521347046,50,-0.9472582936286926,0.17983077466487885,0.7298269271850586,0.0,1.2384681701660156,,220,56320,4950,55,39,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.014702916145324707,50,-0.9913883209228516,0.21910685300827026,0.8484156727790833,0.0,1.2616807222366333,,224,57344,5040,56,40,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.2348858118057251,50,-1.0032403469085693,0.07432880252599716,0.9263758063316345,0.0,1.352947473526001,,228,58368,5130,57,41,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.1986159086227417,50,-0.9953314065933228,0.16741731762886047,0.7542797327041626,0.0,1.4270027875900269,,232,59392,5220,58,41,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.11677670478820801,50,-0.9651030898094177,0.05170191079378128,0.6075867414474487,0.0,1.4768768548965454,,236,60416,5310,59,42,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.16571784019470215,50,-0.9742143750190735,0.15985536575317383,1.02176034450531,0.0,1.4677077531814575,,240,61440,5400,60,43,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
-83.94395670249828,0.12550902366638184,50,-0.9859609007835388,0.22020323574543,1.1401984691619873,0.0,1.226958155632019,,244,62464,5490,61,43,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,0.14160841703414917,50,-1.1616482734680176,2.435695171356201,4.505114555358887,0.0,0.9313637614250183,,248,63488,5580,62,44,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,0.04392582178115845,50,-1.135057806968689,0.540176272392273,3.4213461875915527,0.0,0.9781608581542969,,252,64512,5670,63,45,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.5640968084335327,50,-0.942341148853302,0.8304969072341919,2.779332160949707,0.0,1.3102853298187256,,256,65536,5760,64,45,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.4433382749557495,50,-0.9136492013931274,0.04272837936878204,2.309497594833374,0.0,1.382262110710144,,260,66560,5850,65,46,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.29622459411621094,50,-0.8985188007354736,0.07604305446147919,1.7221263647079468,0.0,1.2346259355545044,,264,67584,5940,66,47,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.20473992824554443,50,-0.9172916412353516,0.10355258733034134,1.2188118696212769,0.0,1.0773385763168335,,268,68608,6030,67,47,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,0.06979691982269287,50,-0.9166207313537598,0.09719404578208923,0.9472714066505432,0.0,1.0119282007217407,,272,69632,6120,68,48,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.009102225303649902,50,-0.9588069915771484,0.09805615246295929,1.059737205505371,0.0,0.9552736282348633,,276,70656,6210,69,49,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,0.1793956756591797,50,-1.0969237089157104,0.3518811762332916,1.5528875589370728,0.0,0.9530718326568604,,280,71680,6300,70,49,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,0.29837876558303833,50,-1.0064631700515747,0.4416281580924988,1.2712336778640747,0.0,1.1001044511795044,,284,72704,6390,71,50,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,0.13379138708114624,50,-0.9144529700279236,0.2199684977531433,0.7945212721824646,0.0,1.2172375917434692,,288,73728,6480,72,50,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.07218801975250244,50,-0.9265213012695312,0.07646936923265457,0.9840877652168274,0.0,1.2372204065322876,,292,74752,6570,73,51,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.15775859355926514,50,-0.9499410390853882,0.2054484784603119,0.9762701392173767,0.0,1.2698777914047241,,296,75776,6660,74,52,0.0003,4500,-67.74246251769976,-1.0391694,-0.5025313052535056,12.343786
,-0.13588345050811768,75,-0.9708779454231262,0.2200661450624466,0.7775560617446899,0.0,1.268229365348816,0.660680502653122,300,76800,6750,75,42,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,-0.015381217002868652,75,-1.0247963666915894,0.39066070318222046,2.788912534713745,0.0,1.2982763051986694,,304,77824,6840,76,42,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.08942312002182007,75,-1.0029457807540894,0.28750184178352356,1.0857679843902588,0.0,1.3071911334991455,,308,78848,6930,77,43,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.08299446105957031,75,-0.9988846778869629,0.7159263491630554,1.8705849647521973,0.0,1.358440637588501,,312,79872,7020,78,43,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.047013938426971436,75,-0.9768012166023254,0.12649783492088318,0.9251217842102051,0.0,1.2578822374343872,,316,80896,7110,79,44,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,-0.0031076669692993164,75,-1.0839232206344604,0.7051900625228882,1.7955158948898315,0.0,1.1895538568496704,,320,81920,7200,80,44,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
-86.0638494009391,0.022832274436950684,75,-1.0539708137512207,0.36877790093421936,1.1349399089813232,0.0,1.1419970989227295,,324,82944,7290,81,44,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.2562500238418579,75,-1.099273920059204,1.4483710527420044,3.296684741973877,0.0,0.7891443967819214,,328,83968,7380,82,45,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.42485886812210083,75,-1.4416911602020264,1.7549453973770142,61.64360427856445,0.0,1.5132771730422974,,332,84992,7470,83,45,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.20675379037857056,75,-0.9612342119216919,2.666118860244751,2.4298582077026367,0.0,1.0462396144866943,,336,86016,7560,84,45,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.15422964096069336,75,-0.9298599362373352,0.050423868000507355,0.8218986988067627,0.0,1.0804519653320312,,340,87040,7650,85,46,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.048902153968811035,75,-0.9400768876075745,0.11978600919246674,0.5303961038589478,0.0,1.2165659666061401,,344,88064,7740,86,46,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.11053049564361572,75,-0.9165103435516357,0.08908922970294952,0.5094712972640991,0.0,1.2889635562896729,,348,89088,7830,87,47,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.0881395936012268,75,-0.9607488512992859,0.10156036168336868,0.6784178614616394,0.0,1.187583088874817,,352,90112,7920,88,47,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,-0.04189419746398926,75,-1.0088001489639282,0.1546982079744339,0.9762268662452698,0.0,1.1942535638809204,,356,91136,8010,89,48,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.02393209934234619,75,-0.9815412759780884,0.06546612828969955,0.5910166501998901,0.0,1.1754378080368042,,360,92160,8100,90,48,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,-0.016546964645385742,75,-0.9782925248146057,0.08700598031282425,0.49423229694366455,0.0,1.1897269487380981,,364,93184,8190,91,48,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,-0.07634532451629639,75,-0.9378398656845093,0.056554604321718216,0.3737015724182129,0.0,1.169002890586853,,368,94208,8280,92,49,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,-0.03332340717315674,75,-0.9023259878158569,0.05451938882470131,0.6523227691650391,0.0,1.284671425819397,,372,95232,8370,93,49,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.07010805606842041,75,-0.9061126708984375,0.037981946021318436,0.5141080021858215,0.0,1.1997641324996948,,376,96256,8460,94,49,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.10705119371414185,75,-0.9687570333480835,0.0902610793709755,0.8989447355270386,0.0,1.1687554121017456,,380,97280,8550,95,50,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.2268669605255127,75,-0.9231287837028503,0.1632700264453888,0.46425896883010864,0.0,1.2452385425567627,,384,98304,8640,96,50,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.05432790517807007,75,-0.9080688953399658,0.00993336085230112,0.5063137412071228,0.0,1.161820888519287,,388,99328,8730,97,51,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.024747729301452637,75,-0.9610702991485596,0.13843704760074615,0.4914340674877167,0.0,1.178138017654419,,392,100352,8820,98,51,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.09524625539779663,75,-0.9462257623672485,0.0638415664434433,0.48200660943984985,0.0,1.2226884365081787,,396,101376,8910,99,51,0.0003,6750,-54.59781452077597,-1.1546507,-0.6679786205291747,16.216095
,0.1334356665611267,100,-0.9369010329246521,0.021212127059698105,0.5355885028839111,0.0,1.2052136659622192,0.892041003704071,400,102400,9000,100,44,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
-81.01675183024918,0.23180001974105835,100,-1.0157101154327393,0.11554152518510818,0.7101342082023621,0.0,1.1070857048034668,,404,103424,9090,101,44,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.23664867877960205,100,-1.1158206462860107,1.3587982654571533,3.2593002319335938,0.0,0.9591992497444153,,408,104448,9180,102,45,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.4108203053474426,100,-1.4072027206420898,2.050244092941284,11.660310745239258,0.0,0.9736756682395935,,412,105472,9270,103,45,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.23156410455703735,100,-1.160744547843933,0.9458708167076111,2.045236349105835,0.0,1.0574371814727783,,416,106496,9360,104,45,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,-0.15900683403015137,100,-1.0360870361328125,0.41979455947875977,1.1446514129638672,0.0,1.1845743656158447,,420,107520,9450,105,46,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,-0.17027747631072998,100,-0.939577579498291,0.21006809175014496,1.4760234355926514,0.0,1.4392430782318115,,424,108544,9540,106,46,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,-0.05207657814025879,100,-0.9073179960250854,0.047320928424596786,1.233241319656372,0.0,1.2574752569198608,,428,109568,9630,107,46,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.056065142154693604,100,-0.9636754393577576,0.1503530889749527,0.9238196611404419,0.0,1.0158827304840088,,432,110592,9720,108,46,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.23481476306915283,100,-1.0459433794021606,0.33626797795295715,1.3847630023956299,0.0,0.9870208501815796,,436,111616,9810,109,47,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.2848142385482788,100,-0.9952499866485596,0.23593343794345856,0.6219146251678467,0.0,1.0389970541000366,,440,112640,9900,110,47,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.3018973469734192,100,-0.9943499565124512,0.09366787225008011,0.4868394136428833,0.0,1.0772165060043335,,444,113664,9990,111,47,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.21174627542495728,100,-1.0756832361221313,0.16001051664352417,0.9978582262992859,0.0,1.0785956382751465,,448,114688,10080,112,47,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.1703733205795288,100,-1.0832616090774536,0.16592282056808472,0.7562163472175598,0.0,1.0715235471725464,,452,115712,10170,113,48,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.07832455635070801,100,-1.0882126092910767,0.05655232071876526,0.6085797548294067,0.0,1.0971853733062744,,456,116736,10260,114,48,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.20426619052886963,100,-1.0523897409439087,0.10960054397583008,0.5631220936775208,0.0,1.1071239709854126,,460,117760,10350,115,48,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.19013965129852295,100,-1.0701168775558472,0.15421642363071442,0.6321219205856323,0.0,1.0560622215270996,,464,118784,10440,116,49,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.20314979553222656,100,-1.0822551250457764,0.16078981757164001,0.6813928484916687,0.0,1.059154748916626,,468,119808,10530,117,49,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.29024451971054077,100,-1.066753625869751,0.08274828642606735,0.491655170917511,0.0,1.061232089996338,,472,120832,10620,118,49,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.16467362642288208,100,-1.1453756093978882,0.39689645171165466,1.7071044445037842,0.0,1.0919846296310425,,476,121856,10710,119,50,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.28175002336502075,100,-1.1780829429626465,0.09094363451004028,1.0380228757858276,0.0,1.1112834215164185,,480,122880,10800,120,50,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
-76.24425899412466,0.20563721656799316,100,-1.104904055595398,0.24860501289367676,0.8202258348464966,0.0,1.096603274345398,,484,123904,10890,121,51,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.3275170922279358,100,-1.1404236555099487,0.7056472897529602,5.776514053344727,0.0,1.036993145942688,,488,124928,10980,122,51,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.29217958450317383,100,-1.1587616205215454,0.23337042331695557,2.7735142707824707,0.0,0.9723404049873352,,492,125952,11070,123,51,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.30902761220932007,100,-1.2217670679092407,0.4858418107032776,3.476165771484375,0.0,1.0130934715270996,,496,126976,11160,124,52,0.0003,9000,-41.114681532358745,-1.0380949,0.5163433076441288,9.739897
,0.2601688504219055,125,-1.1429557800292969,0.5328493714332581,2.6740663051605225,0.0,1.1287026405334473,-0.08955273032188416,500,128000,11250,125,45,0.0003,11250,-86.98888574997515,-1.6456082,-0.5250302416086197,11.475775
,0.019650042057037354,125,-1.0555639266967773,0.6500334739685059,1.2352497577667236,0.0,1.3248711824417114,,504,129024,11340,126,45,0.0003,11250,-86.98888574997515,-1.6456082,-0.5250302416086197,11.475775
,0.15868383646011353,125,-1.0155032873153687,0.2735462188720703,0.6943259835243225,0.0,1.26691472530365,,508,130048,11430,127,46,0.0003,11250,-86.98888574997515,-1.6456082,-0.5250302416086197,11.475775
,0.15402871370315552,125,-1.0634970664978027,0.12893058359622955,0.7932835221290588,0.0,1.142540693283081,,512,131072,11520,128,46,0.0003,11250,-86.98888574997515,-1.6456082,-0.5250302416086197,11.475775
,0.18170088529586792,125,-1.0453314781188965,0.10757864266633987,1.0617185831069946,0.0,1.136150598526001,,516,132096,11610,129,46,0.0003,11250,-86.98888574997515,-1.6456082,-0.5250302416086197,11.475775
