x_axis/optimization_steps,x_axis/samples_seen,x_axis/epochs,Training/Loss,Training/Accuracy,Training/learning_rate,Training/log_std_mean,Stats/epoch_time_seconds,Stats/samples_per_second,Test/Episode Reward Student on ID test,Test/Mean entropy Student on ID test,Test/Accuracy (under Student) on ID test,Test/Mean entropy Teacher (under Student) on ID test,Test/Mean loss Student vs Teacher on ID test,Test/Episode Reward Student on OD test,Test/Mean entropy Student on OD test,Test/Accuracy (under Student) on OD test,Test/Mean entropy Teacher (under Student) on OD test,Test/Mean loss Student vs Teacher on OD test,Test/Accuracy under Teacher ID,Test/Accuracy under Teacher OD,Generalization/ID_OD_reward_gap,Generalization/ID_OD_accuracy_gap,epoch,global_step
56304,3600000,72,0.03393527492880821,0.9986751699402435,0.00012108529142458508,-4.0,31.264713764190674,1599.2470098116796,,,,,,,,,,,,,,,72,56304
57086,3650000,73,0.03263732045888901,0.9986739853567318,0.00011749351792205478,-4.0,31.110297441482544,1607.184890920711,,,,,,,,,,,,,,,73,57086
57868,3700000,74,0.031876590102910995,0.9986643300194036,0.00011392166447973009,-4.0,31.384861946105957,1593.124739113396,,,,,,,,,,,,,,,74,57868
58650,3750000,75,0.02907116524875164,0.9986685761439619,0.00011037188678131776,-4.0,31.19931197166443,1602.599443391911,,,,,,,,,,,,,,,75,58650
59432,3800000,76,0.02851787395775318,0.9986747657139416,0.00010684632718737864,-4.0,31.06952691078186,1609.2938957061756,,,,,,,,,,,,,,,76,59432
60214,3850000,77,0.026640627533197403,0.9986727887934581,0.00010334711344237241,-4.0,31.210529804229736,1602.023429708773,-26.070074435802162,-3.999999523162842,0.9123313791927649,9.784987449645996,354.0184326171875,-27.607200879605152,-3.9999732971191406,0.8377571340194845,9.738781929016113,681.3742065429688,0.9999898427301559,0.9972050354233943,1.5371264438029897,0.002784807306761561,77,60214
60996,3900000,78,0.025384288281202316,0.9986722559267369,9.987635739052096e-05,-4.0,31.220971822738647,1601.4876245326975,,,,,,,,,,,,,,,78,60996
61778,3950000,79,0.024586036801338196,0.9986788311214282,9.643615370127021e-05,-4.0,31.287549257278442,1598.0797853116753,,,,,,,,,,,,,,,79,61778
62560,4000000,80,0.02303788997232914,0.9986722630064856,9.30285786051146e-05,-4.0,31.15125799179077,1605.071615829332,,,,,,,,,,,,,,,80,62560
63342,4050000,81,0.023119842633605003,0.9986647685289757,8.965568864055163e-05,-4.0,31.241920709609985,1600.413766642076,,,,,,,,,,,,,,,81,63342
64124,4100000,82,0.0218295119702816,0.9986766586683111,8.631951941292144e-05,-4.0,31.36153769493103,1594.3095803010165,,,,,,,,,,,,,,,82,64124
64906,4150000,83,0.020676497370004654,0.9986765717569789,8.302208436587768e-05,-4.0,31.118793487548828,1606.746097659791,,,,,,,,,,,,,,,83,64906
65688,4200000,84,0.019355960190296173,0.9986774005504061,7.976537356623511e-05,-4.0,25.852469205856323,1934.0512351784785,-27.53727464726171,-3.999856948852539,0.865746365812338,9.7181396484375,577.872314453125,-27.629895233530693,-4.0,0.8729991176637121,9.785637855529785,505.0983581542969,0.999993243641984,0.9972249962273054,0.09262058626898195,0.0027682474146786262,84,65688
66470,4250000,85,0.018438436090946198,0.9986706240018687,7.655135250292544e-05,-4.0,31.240076303482056,1600.5082546621995,,,,,,,,,,,,,,,85,66470
67252,4300000,86,0.017738698050379753,0.9986753586430789,7.338196090078628e-05,-4.0,31.1265766620636,1606.3443321391305,,,,,,,,,,,,,,,86,67252
68034,4350000,87,0.016792919486761093,0.9986720016674863,7.025911154989903e-05,-4.0,31.062576055526733,1609.6540065003358,,,,,,,,,,,,,,,87,68034
68816,4400000,88,0.015919843688607216,0.9986754268137774,6.718468915118118e-05,-4.0,31.134706258773804,1605.9248988710124,,,,,,,,,,,,,,,88,68816
69598,4450000,89,0.015252678655087948,0.9986824684633006,6.416054917893519e-05,-4.0,31.06926131248474,1609.3076528957645,,,,,,,,,,,,,,,89,69598
70380,4500000,90,0.01463682483881712,0.998675003281885,6.118851676103083e-05,-4.0,28.044675827026367,1782.8696009320781,-25.83541000541745,-4.0,0.9186109862770989,9.739255905151367,335.0869445800781,-28.216967871351677,-4.0,0.8513806237987593,9.725296974182129,593.8030395507812,0.9999948014058646,0.9972504038596526,2.3815578659342265,0.0027443975462120296,90,70380
71162,4550000,91,0.013797278515994549,0.9986772520903526,5.827038557740401e-05,-4.0,31.564133644104004,1584.076425596421,,,,,,,,,,,,,,,91,71162
71944,4600000,92,0.01323318388313055,0.9986833067156214,5.540791677753877e-05,-4.0,31.13148307800293,1606.0911674114652,,,,,,,,,,,,,,,92,71944
72726,4650000,93,0.01263224333524704,0.9986742224542501,5.26028379175769e-05,-4.0,31.103285551071167,1607.5472129110183,,,,,,,,,,,,,,,93,72726
73508,4700000,94,0.011967767030000687,0.9986756537005406,4.985684191770441e-05,-4.0,30.926494359970093,1616.7367506327462,,,,,,,,,,,,,,,94,73508
74290,4750000,95,0.011471307836472988,0.9986804903135337,4.7171586040440466e-05,-4.0,31.058529138565063,1609.8637439309869,,,,,,,,,,,,,,,95,74290
75072,4800000,96,0.011097214184701443,0.998669566249426,4.4548690890447575e-05,-4.0,30.668344736099243,1630.3455706608697,-24.519366014846717,-4.0,0.956931377316814,9.755660057067871,166.13868713378906,-25.935376991576,-4.0,0.9106192409589131,9.66574764251709,356.82232666015625,0.9999962010278296,0.9972257264191284,1.4160109767292823,0.002770474608701168,96,75072
75854,4850000,97,0.010584651492536068,0.9986791320663491,4.198973943646414e-05,-4.0,31.113546133041382,1607.0170782269636,,,,,,,,,,,,,,,97,75854
76636,4900000,98,0.010073418729007244,0.9986757414421136,3.949627605595242e-05,-4.0,31.292354583740234,1597.834380477729,,,,,,,,,,,,,,,98,76636
77418,4950000,99,0.009662885218858719,0.9986808596917576,3.706980560303586e-05,-4.0,30.708350896835327,1628.2215924904253,,,,,,,,,,,,,,,99,77418
78200,5000000,100,0.009291933849453926,0.9986750757785591,3.4711792500290666e-05,-4.0,31.324090480804443,1596.2155399417022,,,,,,,,,,,,,,,100,78200
78982,5050000,101,0.008838148787617683,0.9986798782011761,3.2423659854937466e-05,-4.0,31.297918558120728,1597.5503261390757,,,,,,,,,,,,,,,101,78982
79764,5100000,102,0.008528249338269234,0.9986800309547517,3.0206788599967566e-05,-4.0,31.097960472106934,1607.8224822765178,,,,,,,,,,,,,,,102,79764
80546,5150000,103,0.008220717310905457,0.9986750051466143,2.806251666072587e-05,-4.0,27.278759956359863,1832.9278926164247,-24.37729086306367,-4.0,0.9625880754640684,9.740187644958496,144.2064666748047,-27.990056418730052,-4.0,0.8461458342877449,9.747345924377441,635.4740600585938,0.9999973639574364,0.9972573440521956,3.612765555666382,0.0027400199052408647,103,80546
81328,5200000,104,0.007885604165494442,0.9986778138192904,2.599213814744192e-05,-4.0,31.611448526382446,1581.7054368220658,,,,,,,,,,,,,,,104,81328
82110,5250000,105,0.0076258061453700066,0.998680547503826,2.3996902574212298e-05,-4.0,31.77747678756714,1573.441476623543,,,,,,,,,,,,,,,105,82110
82892,5300000,106,0.0073465039022266865,0.998671420001457,2.207801410489329e-05,-4.0,31.449148893356323,1589.8681445895209,,,,,,,,,,,,,,,106,82892
83674,5350000,107,0.007083188276737928,0.9986715917680961,2.0236630826364602e-05,-4.0,31.555279970169067,1584.5208804126516,,,,,,,,,,,,,,,107,83674
84456,5400000,108,0.006830241065472364,0.9986805625258686,1.8473864049600848e-05,-4.0,31.560025215148926,1584.2826378985217,,,,,,,,,,,,,,,108,84456
85238,5450000,109,0.006641751155257225,0.9986812876667851,1.679077763897398e-05,-4.0,31.315780878067017,1596.6390937107067,-23.28935465374285,-4.0,0.999276835063665,9.648455619812012,1.8932981491088867,-27.398075235791417,-4.0,0.8669989670292125,9.705899238586426,525.0878295898438,0.9999977465836537,0.9972534866887145,4.108720582048566,0.002744259894939205,109,85238
86020,5500000,110,0.0064351242035627365,0.9986774382558699,1.5188387370189391e-05,-4.0,31.451788425445557,1589.7347179007575,,,,,,,,,,,,,,,110,86020
86802,5550000,111,0.006241093389689922,0.998682629640388,1.3667660317247287e-05,-4.0,31.417795181274414,1591.4547698687948,,,,,,,,,,,,,,,111,86802
87584,5600000,112,0.006066747475415468,0.9986779763151312,1.2229514268791905e-05,-4.0,31.86352562904358,1569.192329251382,,,,,,,,,,,,,,,112,87584
88366,5650000,113,0.005909017287194729,0.9986797759128982,1.0874817174209647e-05,-4.0,31.35833191871643,1594.4725672782731,,,,,,,,,,,,,,,113,88366
89148,5700000,114,0.005772303324192762,0.9986771108235603,9.604386619804408e-06,-4.0,32.2444372177124,1550.6550684201172,,,,,,,,,,,,,,,114,89148
89930,5750000,115,0.005633216351270676,0.9986796537726818,8.418989335368044e-06,-4.0,31.219205617904663,1601.578227580662,,,,,,,,,,,,,,,115,89930
90712,5800000,116,0.005518229212611914,0.9986849596430345,7.319340731443796e-06,-4.0,26.013232946395874,1922.0986527523287,-23.32590786866495,-4.0,0.9970953526883524,9.642699241638184,7.696994304656982,-26.465425625381194,-4.0,0.9082005420161293,9.703752517700195,347.0011901855469,0.9999981289485845,0.997258564888034,3.139517756716245,0.0027395640605505367,116,90712
91494,5850000,117,0.005396236665546894,0.9986798522174847,6.306104467561718e-06,-4.0,31.647205591201782,1579.9183234648833,,,,,,,,,,,,,,,117,91494
92276,5900000,118,0.005305853672325611,0.9986784761720051,5.3798920517080035e-06,-4.0,31.586954832077026,1582.9319497815045,,,,,,,,,,,,,,,118,92276
93058,5950000,119,0.005211131181567907,0.9986817967404178,4.541262471267158e-06,-4.0,31.881678581237793,1568.2988545472867,,,,,,,,,,,,,,,119,93058
93840,6000000,120,0.0051288902759552,0.9986771896652415,3.7907218556623266e-06,-4.0,31.506259441375732,1586.9862334192958,,,,,,,,,,,,,,,120,93840
94622,6050000,121,0.005051226355135441,0.998682001233756,3.1287231708960594e-06,-4.0,31.49320363998413,1587.6441333684907,,,,,,,,,,,,,,,121,94622
95404,6100000,122,0.004993461538106203,0.9986803964744477,2.5556659461766892e-06,-4.0,28.29377007484436,1767.1734755650107,-24.185118184484743,-4.0,0.9677303019897272,9.711488723754883,128.68905639648438,-27.712459340234762,-4.0,0.8614537739208025,9.745068550109863,559.843017578125,0.99999829933613,0.9972565627889708,3.527341155750019,0.002741736547159257,122,95404
96186,6150000,123,0.004938845057040453,0.9986729794994706,2.0718960327946605e-06,-4.0,31.21077036857605,1602.0110817367558,,,,,,,,,,,,,,,123,96186
96968,6200000,124,0.004891660064458847,0.9986756126224563,1.6777053953943826e-06,-4.0,31.26400136947632,1599.2834509281981,,,,,,,,,,,,,,,124,96968
97750,6250000,125,0.004854479804635048,0.998682257231644,1.3733319357676968e-06,-4.0,31.06331443786621,1609.615744643461,,,,,,,,,,,,,,,125,97750
98532,6300000,126,0.0048243156634271145,0.998678334608443,1.1589593492756098e-06,-4.0,31.34437847137451,1595.1823720372338,,,,,,,,,,,,,,,126,98532
99314,6350000,127,0.004814515821635723,0.9986791859731933,1.0347170139845166e-06,-4.0,31.369805812835693,1593.8893692335616,,,,,,,,,,,,,,,127,99314
